#Organism Name	Organism Groups	Strain	BioSample	BioProject	Assembly	Level	Size(Mb)	GC%	Replicons	WGS	Scaffolds	CDS	Release Date	GenBank FTP	RefSeq FTP
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	RH_777_07	SAMN06705605	PRJNA304678	GCA_002096765.1	Scaffold	2.10728	39.8	NA	NCVD01	51	2006	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/765/GCA_002096765.1_ASM209676v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/765/GCF_002096765.1_ASM209676v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SK1073	SAMN00621702	PRJNA66111	GCA_000220045.2	Contig	2.11471	40	NA	AFQT01	54	1872	2011-07-06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/045/GCA_000220045.2_ASM22004v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/045/GCF_000220045.1_ASM22004v2
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	ColumbLawn	SAMN11491145	PRJNA534484	GCA_005144795.1	Contig	1.97855	39.9	NA	SWFJ01	54	1788	2019-05-04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/144/795/GCA_005144795.1_ASM514479v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/144/795/GCF_005144795.1_ASM514479v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM45	SAMN13105966	PRJNA316969	GCA_009495735.1	Contig	2.002	40	NA	WIJU01	25	1818	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/495/735/GCA_009495735.1_ASM949573v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/495/735/GCF_009495735.1_ASM949573v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM47	SAMN13105983	PRJNA316969	GCA_009495955.1	Contig	2.00659	40	NA	WIJD01	31	1822	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/495/955/GCA_009495955.1_ASM949595v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/495/955/GCF_009495955.1_ASM949595v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM27	SAMN13105962	PRJNA316969	GCA_009496355.1	Contig	2.0015	40	NA	WIJY01	27	1819	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/355/GCA_009496355.1_ASM949635v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/355/GCF_009496355.1_ASM949635v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM43	SAMN13105993	PRJNA316969	GCA_009496735.1	Contig	2.00067	40	NA	WIIT01	26	1819	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/735/GCA_009496735.1_ASM949673v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/735/GCF_009496735.1_ASM949673v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM42	SAMN13105992	PRJNA316969	GCA_009496755.1	Contig	2.00773	40	NA	WIIU01	33	1826	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/755/GCA_009496755.1_ASM949675v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/755/GCF_009496755.1_ASM949675v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM18	SAMN13105987	PRJNA316969	GCA_009496835.1	Contig	2.00092	40	NA	WIIZ01	30	1820	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/835/GCA_009496835.1_ASM949683v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/835/GCF_009496835.1_ASM949683v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM49	SAMN13105984	PRJNA316969	GCA_009496895.1	Contig	1.99608	40	NA	WIJC01	30	1823	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/895/GCA_009496895.1_ASM949689v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/895/GCF_009496895.1_ASM949689v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	RH_50738_11	SAMN06705604	PRJNA304678	GCA_002096775.1	Contig	1.97415	39.8	NA	NCVE01	29	1864	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/775/GCA_002096775.1_ASM209677v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/775/GCF_002096775.1_ASM209677v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	21/39	SAMN02470846	PRJNA225878	GCA_000506725.1	Contig	1.98622	39.9	NA	AYRR01	48	1811	2013-12-11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/506/725/GCA_000506725.1_Sm.str21_39_v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/506/725/GCF_000506725.1_Sm.str21_39_v1.0
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM10	SAMN13105971	PRJNA316969	GCA_009496155.1	Contig	2.16872	39.6	NA	WIJP01	49	1947	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/155/GCA_009496155.1_ASM949615v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/155/GCF_009496155.1_ASM949615v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	BCA16	SAMN09631748	PRJNA480251	GCA_003942665.1	Contig	1.99949	40.8	NA	RJNQ01	53	1901	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/665/GCA_003942665.1_ASM394266v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/665/GCF_003942665.1_ASM394266v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	168_SPSE	SAMN03197359	PRJNA267549	GCA_001070705.1	Contig	1.86866	40.7	NA	JVRN01	38	1715	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/705/GCA_001070705.1_ASM107070v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/705/GCF_001070705.1_ASM107070v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SK137	SAMN02836934	PRJNA242740	GCA_000722835.1	Contig	1.95687	40.1	NA	JPFS01	40	1741	2014-07-07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/722/835/GCA_000722835.1_ASM72283v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/835/GCF_000722835.1_ASM72283v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SK1080	SAMN00621705	PRJNA66113	GCA_000220085.2	Contig	1.94375	40.3	NA	AFQV01	34	1741	2011-07-06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/085/GCA_000220085.2_ASM22008v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/085/GCF_000220085.1_ASM22008v2
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	38_SPSE	SAMN03197571	PRJNA267549	GCA_001070985.1	Contig	1.93362	40.4	NA	JVJJ01	39	1752	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/985/GCA_001070985.1_ASM107098v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/985/GCF_001070985.1_ASM107098v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	BCA12	SAMN09631747	PRJNA480251	GCA_003942685.1	Contig	2.08231	39.9	NA	RJNR01	58	1876	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/685/GCA_003942685.1_ASM394268v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/685/GCF_003942685.1_ASM394268v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	BCC44	SAMN09631733	PRJNA480251	GCA_003942885.1	Contig	1.8579	40.3	NA	RJOC01	43	1728	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/885/GCA_003942885.1_ASM394288v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/885/GCF_003942885.1_ASM394288v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	BCC15	SAMN09631757	PRJNA480251	GCA_003942575.1	Contig	2.23887	39.5	NA	RJNH01	44	2073	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/575/GCA_003942575.1_ASM394257v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/575/GCF_003942575.1_ASM394257v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	BCC22	SAMN09631680	PRJNA480251	GCA_003943575.1	Contig	2.01387	39.9	NA	RJPW01	52	1843	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/943/575/GCA_003943575.1_ASM394357v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/575/GCF_003943575.1_ASM394357v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM12	SAMN13105959	PRJNA316969	GCA_009495945.1	Contig	2.09512	39.9	NA	WIKB01	46	1887	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/495/945/GCA_009495945.1_ASM949594v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/495/945/GCF_009495945.1_ASM949594v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	18/56	SAMN02470843	PRJNA206049	GCA_000430345.1	Contig	1.92309	40.2	NA	ATAA01	86	1532	2013-07-16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/345/GCA_000430345.1_Smit.str18_56_v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/345/GCF_000430345.1_Smit.str18_56_v1.0
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	M3-4	SAMN04432976	PRJNA308844	GCA_001588605.1	Contig	1.99917	40.1	NA	LROV01	61	1791	2016-03-11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/588/605/GCA_001588605.1_ASM158860v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/588/605/GCF_001588605.1_ASM158860v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	BCC06	SAMN09631728	PRJNA480251	GCA_003942995.1	Contig	2.07191	39.7	NA	RJOH01	54	1996	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/995/GCA_003942995.1_ASM394299v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/995/GCF_003942995.1_ASM394299v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	BCC55	SAMN09631737	PRJNA480251	GCA_003942865.1	Contig	2.005	39.8	NA	RJNZ01	37	1849	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/865/GCA_003942865.1_ASM394286v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/865/GCF_003942865.1_ASM394286v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	BCC08	SAMN09631678	PRJNA480251	GCA_003943605.1	Contig	2.07261	39.9	NA	RJPY01	48	1934	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/943/605/GCA_003943605.1_ASM394360v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/605/GCF_003943605.1_ASM394360v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM34	SAMN13105979	PRJNA316969	GCA_009496255.1	Contig	2.09192	39.9	NA	WIJH01	46	1887	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/255/GCA_009496255.1_ASM949625v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/255/GCF_009496255.1_ASM949625v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM13	SAMN13105973	PRJNA316969	GCA_009496085.1	Contig	2.15222	39.9	NA	WIJN01	120	1924	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/085/GCA_009496085.1_ASM949608v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/085/GCF_009496085.1_ASM949608v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM48	SAMN13105967	PRJNA316969	GCA_009496275.1	Contig	2.09419	39.9	NA	WIJT01	45	1884	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/275/GCA_009496275.1_ASM949627v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/275/GCF_009496275.1_ASM949627v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SK564	SAMN00001434	PRJNA33355	GCA_000148525.2	Contig	2.0269	39.7	NA	AEDU01	35	1895	2010-09-24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/525/GCA_000148525.2_ASM14852v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/525/GCF_000148525.1_ASM14852v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	OD_317805_11	SAMN06705598	PRJNA304678	GCA_002096845.1	Scaffold	2.06398	39.8	NA	NCVK01	60	1878	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/845/GCA_002096845.1_ASM209684v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/845/GCF_002096845.1_ASM209684v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SK569	SAMN00621701	PRJNA67187	GCA_000222785.2	Contig	1.97527	40.2	NA	AFUF01	54	1746	2011-08-04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/785/GCA_000222785.2_ASM22278v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/785/GCF_000222785.1_ASM22278v2
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM20	SAMN13105960	PRJNA316969	GCA_009495705.1	Contig	2.00063	40	NA	WIKA01	55	1815	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/495/705/GCA_009495705.1_ASM949570v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/495/705/GCF_009495705.1_ASM949570v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	BCC49	SAMN09631735	PRJNA480251	GCA_003943965.1	Contig	2.02897	39.9	NA	RJOA01	66	1849	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/943/965/GCA_003943965.1_ASM394396v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/965/GCF_003943965.1_ASM394396v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	BCC36	SAMN09631731	PRJNA480251	GCA_003942945.1	Contig	1.92073	41.3	NA	RJOE01	50	1795	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/945/GCA_003942945.1_ASM394294v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/945/GCF_003942945.1_ASM394294v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	DD28	SAMN04325060	PRJNA304333	GCA_001579045.1	Scaffold	2.16925	39.8	NA	LQOA01	24	1989	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/579/045/GCA_001579045.1_ASM157904v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/045/GCF_001579045.1_ASM157904v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	OD_310347_11	SAMN06705597	PRJNA304678	GCA_002096915.1	Scaffold	2.00841	40.1	NA	NCVL01	57	1932	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/915/GCA_002096915.1_ASM209691v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/915/GCF_002096915.1_ASM209691v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SK321	SAMN00001433	PRJNA33353	GCA_000148505.2	Contig	1.8737	40.1	NA	AEDT01	40	1752	2010-09-24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/505/GCA_000148505.2_ASM14850v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/505/GCF_000148505.1_ASM14850v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	BCC60	SAMN09631739	PRJNA480251	GCA_003942795.1	Contig	2.02086	40.6	NA	RJNY01	64	1909	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/795/GCA_003942795.1_ASM394279v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/795/GCF_003942795.1_ASM394279v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SK95	SAMN00621712	PRJNA64679	GCA_000222705.2	Contig	2.02073	40.8	NA	AFUB01	66	1893	2011-08-04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/705/GCA_000222705.2_ASM22270v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/705/GCF_000222705.1_ASM22270v2
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	KLC07	SAMN09631743	PRJNA480251	GCA_003942715.1	Contig	2.00527	40.9	NA	RJNV01	62	1842	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/715/GCA_003942715.1_ASM394271v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/715/GCF_003942715.1_ASM394271v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM33	SAMN13105964	PRJNA316969	GCA_009496135.1	Contig	2.09343	39.9	NA	WIJW01	55	1883	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/135/GCA_009496135.1_ASM949613v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/135/GCF_009496135.1_ASM949613v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM14	SAMN13105974	PRJNA316969	GCA_009496445.1	Contig	2.09441	39.9	NA	WIJM01	58	1886	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/445/GCA_009496445.1_ASM949644v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/445/GCF_009496445.1_ASM949644v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	27/7	SAMN02470839	PRJNA225879	GCA_000506765.1	Contig	1.92315	40.3	NA	AYRS01	54	1797	2013-12-11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/506/765/GCA_000506765.1_Sm.str27_7_v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/506/765/GCF_000506765.1_Sm.str27_7_v1.0
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM16	SAMN13105976	PRJNA316969	GCA_009496285.1	Contig	2.01791	39.6	NA	WIJK01	67	1759	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/285/GCA_009496285.1_ASM949628v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/285/GCF_009496285.1_ASM949628v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	1217_SPSE	SAMN03197181	PRJNA267549	GCA_001070375.1	Contig	2.00089	40	NA	JVYJ01	83	1867	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/375/GCA_001070375.1_ASM107037v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/375/GCF_001070375.1_ASM107037v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	BCC07	SAMN09631729	PRJNA480251	GCA_003942965.1	Contig	1.86892	40	NA	RJOG01	96	1720	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/965/GCA_003942965.1_ASM394296v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/965/GCF_003942965.1_ASM394296v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SK579	SAMN00761835	PRJNA75157	GCA_000257905.1	Contig	1.97945	39.9	NA	AJJL01	82	1835	2012-04-05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/257/905/GCA_000257905.1_SmitisSK579v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/905/GCF_000257905.1_SmitisSK579v1.0
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	11/5	SAMN02470837	PRJNA176680	GCA_000385815.1	Contig	1.87525	40.3	NA	AQTT01	69	1582	2013-04-30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/815/GCA_000385815.1_ASM38581v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/815/GCF_000385815.1_ASM38581v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	B_009152_10	SAMN06705595	PRJNA304678	GCA_002096925.1	Contig	2.03811	39.7	NA	NCVN01	85	1885	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/925/GCA_002096925.1_ASM209692v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/925/GCF_002096925.1_ASM209692v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	1111_SMIT	SAMN03197065	PRJNA267549	GCA_001070205.1	Contig	2.0256	40	NA	JWCV01	178	1899	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/205/GCA_001070205.1_ASM107020v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/205/GCF_001070205.1_ASM107020v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	1042_SPSE	SAMN03197008	PRJNA267549	GCA_001070035.1	Contig	1.88816	40.3	NA	JWFA01	79	1716	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/035/GCA_001070035.1_ASM107003v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/035/GCF_001070035.1_ASM107003v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	BCC17	SAMN09631679	PRJNA480251	GCA_003944325.1	Contig	2.24762	39.4	NA	RJPX01	123	1965	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/944/325/GCA_003944325.1_ASM394432v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/944/325/GCF_003944325.1_ASM394432v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SK575	SAMN00761799	PRJNA75135	GCA_000257865.1	Contig	2.0188	39.7	NA	AICU01	90	1899	2012-04-05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/257/865/GCA_000257865.1_ASM25786v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/865/GCF_000257865.1_ASM25786v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SK616	SAMN00761793	PRJNA75129	GCA_000257805.1	Contig	1.98692	39.8	NA	AICR01	126	1811	2012-04-05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/257/805/GCA_000257805.1_ASM25780v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/805/GCF_000257805.1_ASM25780v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	CMW7705B	SAMN03956209	PRJNA272120	GCA_001546795.1	Scaffold	1.90283	40	NA	LRQR01	55	1765	2016-02-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/546/795/GCA_001546795.1_ASM154679v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/546/795/GCF_001546795.1_ASM154679v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SK597	SAMN00001435	PRJNA33357	GCA_000148545.2	Contig	2.0292	39.5	NA	AEDV01	108	1857	2010-09-24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/545/GCA_000148545.2_ASM14854v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/545/GCF_000148545.1_ASM14854v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	1001175st1_H6	SAMN10863253	PRJNA518912	GCA_005844455.1	Scaffold	2.17086	39.6	NA	SPGF01	117	1980	2019-05-26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/844/455/GCA_005844455.1_ASM584445v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/844/455/GCF_005844455.1_ASM584445v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM11	SAMN13105972	PRJNA316969	GCA_009496205.1	Contig	2.01439	39.7	NA	WIJO01	113	1845	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/205/GCA_009496205.1_ASM949620v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/205/GCF_009496205.1_ASM949620v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM40	SAMN13105980	PRJNA316969	GCA_009496185.1	Contig	2.01505	39.7	NA	WIJG01	124	1848	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/185/GCA_009496185.1_ASM949618v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/185/GCF_009496185.1_ASM949618v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM39	SAMN13105965	PRJNA316969	GCA_009495695.1	Contig	2.01556	39.7	NA	WIJV01	127	1844	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/495/695/GCA_009495695.1_ASM949569v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/495/695/GCF_009495695.1_ASM949569v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	850_SMIT	SAMN03198060	PRJNA267549	GCA_001074635.1	Contig	2.0846	39.7	NA	JUQO01	250	1875	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/635/GCA_001074635.1_ASM107463v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/635/GCF_001074635.1_ASM107463v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	SM17	SAMN13105986	PRJNA316969	GCA_009496825.1	Contig	1.86916	40.5	NA	WIJA01	450	1703	2019-11-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/496/825/GCA_009496825.1_ASM949682v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/825/GCF_009496825.1_ASM949682v1
